,collection_date,collection_time,geo_loc_name,isolation_source,collection_site_id,project_name,collected_by,purpose_of_ww_sampling,ww_sample_site,ww_flow,instantaneous_flow,ww_population,ww_sample_matrix,ww_sample_type,collection_volume,ww_sample_duration,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,concentration_method,extraction_method,extraction_control,ww_surv_target_1,ww_surv_target_1_known_present,ww_surv_target_1_protocol,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,sequenced_by,BioSampleModel,enrichment_kit,amplicon_PCR_primer_scheme,amplicon_size,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,sequence_submitter_contact_email,experiment_id,SRA_id,raw_sequence_data_processing_method,sample_name,ww_surv_jurisdiction,ww_surv_system_sample_id,ww_population_source,ww_endog_control_1,ww_endog_control_1_conc,ww_endog_control_1_protocol,ww_endog_control_1_units,ww_primary_sludge_retention_time,ww_processing_protocol,ww_surv_target_2_protocol
SRR25665851,2023-07-16,,USA: Ohio,wastewater,OH0027987,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,52049412.03,,68874,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,no,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,6500.0,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25665851,SRX21391475,DRAGEN bcl convert,3PE00008_07162023,oh,3PE00008_07162023,utility provided information,,,,,,,
SRR25666050,2023-07-16,,USA: Ohio,wastewater,OH0020907,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,2271247.07,,8400,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,yes,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,60968.5,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25666050,SRX21391511,DRAGEN bcl convert,1PC00001601_07162023,oh,1PC00001601_07162023,utility provided information,,,,,,,
SRR25665882,2023-07-16,,USA: Ohio,wastewater,OH0026069,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,56024094.4,,61000,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,no,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,10323.5,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25665882,SRX21391679,DRAGEN bcl convert,2PE00000_07162023,oh,2PE00000_07162023,utility provided information,,,,,,,
SRR25666032,2023-07-16,,USA: Ohio,wastewater,OH0024139,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,22818462.23,,32000,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,no,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,6500.0,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25666032,SRX21391529,DRAGEN bcl convert,2PD00009_07162023,oh,2PD00009_07162023,utility provided information,,,,,,,
SRR25666025,2023-07-16,,USA: Ohio,wastewater,OH0024899,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,10375813.7,,23027,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,no,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,6500.0,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25666025,SRX21391536,DRAGEN bcl convert,2PD00013601_07162023,oh,2PD00013601_07162023,utility provided information,,,,,,,
SRR25666000,2023-07-16,,USA: Ohio,wastewater,OH0028002,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,8971425.928,,14000,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,no,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,6500.0,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25666000,SRX21391561,DRAGEN bcl convert,4PD00002_07162023,oh,4PD00002_07162023,utility provided information,,,,,,,
SRR25666013,2023-07-16,,USA: Ohio,wastewater,OH0043567,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,20327661.28,,35000,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,yes,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,44211.0,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25666013,SRX21391548,DRAGEN bcl convert,3PK00004_07162023,oh,3PK00004_07162023,utility provided information,,,,,,,
SRR25666015,2023-07-16,,USA: Ohio,wastewater,OH0020532,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,3580999.548,,8655,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,yes,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,69179.0,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25666015,SRX21391546,DRAGEN bcl convert,2PD00018_07162023,oh,2PD00018_07162023,utility provided information,,,,,,,
SRR25666004,2023-07-16,,USA: Ohio,wastewater,OH0026026,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,14763105.96,,24303,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,yes,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,14281.5,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25666004,SRX21391557,DRAGEN bcl convert,4PD00001601_07162023,oh,4PD00001601_07162023,utility provided information,,,,,,,
SRR25666036,2023-07-16,,USA: Ohio,wastewater,OH0049646,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,37097035.48,,65000,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,yes,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,31831.5,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25666036,SRX21391525,DRAGEN bcl convert,1PD00020_07162023,oh,1PD00020_07162023,utility provided information,,,,,,,
SRR25652906,2023-07-14,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,130000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,NEB LunaScript RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652906,SRX21379111,,,,211-230714,,,,,,,,
SRR25652597,2023-07-14,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,97000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,NEB LunaScript RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652597,SRX21378461,,,,219-230714,,,,,,,,
SRR25652908,2023-07-14,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,130000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,NEB LunaScript RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652908,SRX21379109,,,,212-230714,,,,,,,,
SRR25652907,2023-07-14,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,130000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,NEB LunaScript RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652907,SRX21379110,,,,211-230714,,,,,,,,
SRR25652909,2023-07-14,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,130000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,NEB LunaScript RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652909,SRX21379108,,,,212-230714,,,,,,,,
SRR25652905,2023-07-14,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,9000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,NEB LunaScript RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652905,SRX21379112,,,,189-230714,,,,,,,,
SRR25652902,2023-07-14,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,73000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,NEB LunaScript RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652902,SRX21379115,,,,191-230714,,,,,,,,
SRR25652904,2023-07-14,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,9000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,NEB LunaScript RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652904,SRX21379113,,,,189-230714,,,,,,,,
SRR25652598,2023-07-14,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,97000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,NEB LunaScript RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652598,SRX21378460,,,,219-230714,,,,,,,,
SRR25652903,2023-07-14,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,73000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,NEB LunaScript RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652903,SRX21379114,,,,191-230714,,,,,,,,
SRR25652815,2023-07-12,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,60000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652815,SRX21378911,,,,233-230712,,,,,,,,
SRR25652911,2023-07-12,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,58496,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652911,SRX21378920,,,,192-230712,,,,,,,,
SRR25652807,2023-07-12,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,58496,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652807,SRX21378919,,,,192-230712,,,,,,,,
SRR25652808,2023-07-12,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,45000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652808,SRX21378918,,,,200-230712,,,,,,,,
SRR25652809,2023-07-12,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,45000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652809,SRX21378917,,,,200-230712,,,,,,,,
SRR25652810,2023-07-12,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,44000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652810,SRX21378916,,,,201-230712,,,,,,,,
SRR25652811,2023-07-12,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,44000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652811,SRX21378915,,,,201-230712,,,,,,,,
SRR25652814,2023-07-12,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,60000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652814,SRX21378912,,,,233-230712,,,,,,,,
SRR25652820,2023-07-11,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,58496,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652820,SRX21378906,,,,192-230711,,,,,,,,
SRR25652819,2023-07-11,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,58496,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652819,SRX21378907,,,,192-230711,,,,,,,,
SRR25652813,2023-07-10,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,45000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652813,SRX21378913,,,,200-230710,,,,,,,,
SRR25665875,2023-07-10,,USA: Ohio,wastewater,OH0025917,GenomeTrakr; LFFM ww project,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,7294488.508,,29000,raw wastewater,composite,,24,,,,,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,bcov vaccine,SARS-CoV-2,yes,GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,305263.5,copies/L,N gene (N2),,,,,,,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,ARTIC V4.1,400,,,,,,sovic.1@osu.edu,SRR25665875,SRX21391686,DRAGEN bcl convert,3PD00031_07102023,oh,3PD00031_07102023,utility provided information,,,,,,,
SRR25711531,2023-07-10,,USA: Indiana,wastewater,,,Biobot Analytics,public health surveillance community-level,wastewater treatment plant,,,3000.0,raw wastewater,composite,,24,,,,,,ceres nanotrap,thermo magmax microbiome ultra nucleic acid isolation kit,,SARS-CoV-2,yes,,,,,,,,,,,Ginkgo Bioworks clinical laboratory,SARS-CoV-2: wastewater surveillance,,ARTIC V5.3,,,,,,,,SRR25711531,SRX21435977,,,in,9143.B,,,,,,,Pasteurized; virus captured with Ceres NanoTrap particles; nucleic acid extracted with MagMAX DNA/RNA binding beads,
SRR25652817,2023-07-10,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,73000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652817,SRX21378909,,,,191-230710,,,,,,,,
SRR25652812,2023-07-10,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,45000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652812,SRX21378914,,,,200-230710,,,,,,,,
SRR25652746,2023-07-10,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,9000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V5.3.2,artic-v5.3.2_400,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652746,SRX21378677,,,,189-230710,,,,,,,,
