,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id,geo_loc_name,isolation_source,collected_by,purpose_of_ww_sampling,ww_sample_site,ww_population,ww_surv_jurisdiction,ww_sample_matrix,ww_sample_type,ww_sample_duration,ww_surv_system_sample_id,ww_processing_protocol,concentration_method,extraction_method,ww_surv_target_1,ww_surv_target_1_known_present,sequenced_by,BioSampleModel,amplicon_PCR_primer_scheme,sample,fasta_file,collection_site_id,ww_population_source,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,enrichment_kit,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,isolate,host,env_broad_scale,env_local_scale,env_medium,lat_lon,source_uvig,virus_enrich_appr,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,ww_primary_sludge_retention_time,geo_loc_ENA,site id
SRR23056009,,,,,,,,,,2022-06-25,,,,,,,,,,,,,,,,,SRR23056009,SRX19009449,"India:Bengaluru,Lalbagh",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,15000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9507 N 77.5848 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,8KfE3AfkijiD
SRR23056011,,,,,,,,,,2022-06-25,,,,,,,,,,,,,,,,,SRR23056011,SRX19009447,"India:Bengaluru,Rajacanal",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,400000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.046082 N 77.646433 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,KJD2ZGxVQhA3
SRR23056017,,,,,,,,,,2022-06-24,,,,,,,,,,,,,,,,,SRR23056017,SRX19009377,"India:Bengaluru,Chikkabanavara",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,50000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.3959 N 76.1914 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,g5vhFaa9XB9N
SRR23056016,,,,,,,,,,2022-06-24,,,,,,,,,,,,,,,,,SRR23056016,SRX19009442,"India:Bengaluru,Yelahanka Ph-I",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,100000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.1155 N 77.6070 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,6FUbz4NzPSnv
SRR23056015,,,,,,,,,,2022-06-24,,,,,,,,,,,,,,,,,SRR23056015,SRX19009443,"India:Bengaluru,Doddabelee 2 (40MLD)",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,400000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.8900 N 77.4726 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,NtJtvddtCvdH
SRR23056012,,,,,,,,,,2022-06-24,,,,,,,,,,,,,,,,,SRR23056012,SRX19009446,"India:Bengaluru,Mailasandra Ph-I",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,750000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9178 N 77.4943 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,KxrLGmFA3thL
SRR23056013,,,,,,,,,,2022-06-24,,,,,,,,,,,,,,,,,SRR23056013,SRX19009445,"India:Bengaluru,Kengeri",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,600000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.8997 N 77.4827 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,9xzHYXvb56x8
SRR23056088,,,,,,,,,,2022-06-23,,,,,,,,,,,,,,,,,SRR23056088,SRX19009370,"India:Bengaluru,Bellandur Amani kere",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,900000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9436 N 77.7209 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,WqKMHQpxsRMP
SRR23056089,,,,,,,,,,2022-06-23,,,,,,,,,,,,,,,,,SRR23056089,SRX19009369,"India:Bengaluru,Kempambudhi",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,10000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9518 N 77.5602 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,H2AKMfzEywJb
SRR23056087,,,,,,,,,,2022-06-23,,,,,,,,,,,,,,,,,SRR23056087,SRX19009371,"India:Bengaluru,Kadabeesanahalli Ph-I",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,500000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9394 N 77.6952 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,aUQWFq2t34LN
SRR23056085,,,,,,,,,,2022-06-23,,,,,,,,,,,,,,,,,SRR23056085,SRX19009373,"India:Bengaluru,Sarakki",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,50000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.8994 N 77.5799 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,3kooXAhaoYx2
SRR23056084,,,,,,,,,,2022-06-23,,,,,,,,,,,,,,,,,SRR23056084,SRX19009374,"India:Bengaluru,Hulimavu",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,100000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.8718 N 77.6022 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,T4Kojn2w54S8
SRR23056086,,,,,,,,,,2022-06-23,,,,,,,,,,,,,,,,,SRR23056086,SRX19009372,"India:Bengaluru,V. Valley",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,1800000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9358 N 77.5206 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,Z354KdDx488e
SRR23056082,,,,,,,,,,2022-06-23,,,,,,,,,,,,,,,,,SRR23056082,SRX19009376,"India:Bengaluru,Chikkabegur",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,50000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.8867 N 77.6386 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,jdrjA5jjpikc
SRR23882234,,,,,,,,,,2022-06-22,,,,,,,,,,,,,,,,,SRR23882234,SRX19694168,Australia:Queensland,wastewater,81,,,NA,,raw wastewater,composite,24,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23056093,,,,,,,,,,2022-06-22,,,,,,,,,,,,,,,,,SRR23056093,SRX19009365,"India:Bengaluru,Horamavu Agara",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,200000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.0411 N 77.6622 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,LPn4tHMmoLXa
SRR23056091,,,,,,,,,,2022-06-22,,,,,,,,,,,,,,,,,SRR23056091,SRX19009367,"India:Bengaluru,K & C Valley 2 (60MLD)",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,600000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.940295 N 77.65492 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,X8ipbFZy76kj
SRR23056090,,,,,,,,,,2022-06-22,,,,,,,,,,,,,,,,,SRR23056090,SRX19009368,"India:Bengaluru,Agaram",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,350000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9580 N 77.6308 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,TZHqk955nDrX
SRR23056096,,,,,,,,,,2022-06-22,,,,,,,,,,,,,,,,,SRR23056096,SRX19009362,"India:Bengaluru,Yele Mallappa Chetti Kere",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,150000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.021769 N 77.719837 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,VQnQLjSDnexW
SRR23056095,,,,,,,,,,2022-06-22,,,,,,,,,,,,,,,,,SRR23056095,SRX19009363,"India:Bengaluru,K R Puram",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,200000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.0170 N 77.7044 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,c4w2HMFVRZ9W
SRR23056098,,,,,,,,,,2022-06-17,,,,,,,,,,,,,,,,,SRR23056098,SRX19009360,"India:Bengaluru,Mallathahalli",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,50000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9620 N 77.4980 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,f2F9jnx2n4vh
SRR23056099,,,,,,,,,,2022-06-17,,,,,,,,,,,,,,,,,SRR23056099,SRX19009359,"India:Bengaluru,Yelahanka Ph-I",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,100000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.1155 N 77.6070 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,6FUbz4NzPSnv
SRR23056102,,,,,,,,,,2022-06-16,,,,,,,,,,,,,,,,,SRR23056102,SRX19009356,"India:Bengaluru,Bellandur Amani kere",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,900000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9436 N 77.7209 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,WqKMHQpxsRMP
SRR23056103,,,,,,,,,,2022-06-16,,,,,,,,,,,,,,,,,SRR23056103,SRX19009355,"India:Bengaluru,Kempambudhi",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,10000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9518 N 77.5602 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,H2AKMfzEywJb
SRR23056101,,,,,,,,,,2022-06-16,,,,,,,,,,,,,,,,,SRR23056101,SRX19009357,"India:Bengaluru,Hulimavu",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,100000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.8718 N 77.6022 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,T4Kojn2w54S8
SRR23056100,,,,,,,,,,2022-06-16,,,,,,,,,,,,,,,,,SRR23056100,SRX19009358,"India:Bengaluru,Chikkabegur",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,50000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.8867 N 77.6386 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,jdrjA5jjpikc
SRR23056104,,,,,,,,,,2022-06-15,,,,,,,,,,,,,,,,,SRR23056104,SRX19009354,"India:Bengaluru,Agaram",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,350000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9580 N 77.6308 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,TZHqk955nDrX
SRR23056106,,,,,,,,,,2022-06-15,,,,,,,,,,,,,,,,,SRR23056106,SRX19009352,"India:Bengaluru,K & C Valley 2 (60MLD)",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,600000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.940295 N 77.65492 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,X8ipbFZy76kj
SRR23056108,,,,,,,,,,2022-06-14,,,,,,,,,,,,,,,,,SRR23056108,SRX19009350,"India:Bengaluru,Rajacanal",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,400000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.046082 N 77.646433 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,KJD2ZGxVQhA3
SRR23056109,,,,,,,,,,2022-06-14,,,,,,,,,,,,,,,,,SRR23056109,SRX19009349,"India:Bengaluru,Hebbal",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,1000000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.0354 N 77.5988 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,HmfSyKDxV7qj
SRR23056111,,,,,,,,,,2022-06-13,,,,,,,,,,,,,,,,,SRR23056111,SRX19009347,"India:Bengaluru,Chikkabanavara",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,50000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.3959 N 76.1914 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,g5vhFaa9XB9N
SRR23056110,,,,,,,,,,2022-06-13,,,,,,,,,,,,,,,,,SRR23056110,SRX19009348,"India:Bengaluru,Nagasandra",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,200000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.0395 N 77.5000 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,DCniJg6Rv6aC
SRR23056112,,,,,,,,,,2022-06-13,,,,,,,,,,,,,,,,,SRR23056112,SRX19009346,"India:Bengaluru,Kengeri",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,600000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.8997 N 77.4827 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,9xzHYXvb56x8
SRR23056113,,,,,,,,,,2022-06-13,,,,,,,,,,,,,,,,,SRR23056113,SRX19009506,"India:Bengaluru,Mailasandra Ph-I",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,750000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9178 N 77.4943 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,KxrLGmFA3thL
SRR23055952,,,,,,,,,,2022-06-10,,,,,,,,,,,,,,,,,SRR23055952,SRX19009505,"India:Bengaluru,Jakkur",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,150000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.0631 N 77.6207 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,YBidbVMvwjcV
SRR23055957,,,,,,,,,,2022-06-09,,,,,,,,,,,,,,,,,SRR23055957,SRX19009500,"India:Bengaluru,Sarakki",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,50000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.8994 N 77.5799 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,3kooXAhaoYx2
SRR23055955,,,,,,,,,,2022-06-09,,,,,,,,,,,,,,,,,SRR23055955,SRX19009502,"India:Bengaluru,Kadabeesanahalli Ph-I",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,500000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9394 N 77.6952 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,aUQWFq2t34LN
SRR23055956,,,,,,,,,,2022-06-09,,,,,,,,,,,,,,,,,SRR23055956,SRX19009501,"India:Bengaluru,Hulimavu",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,100000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.8718 N 77.6022 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,T4Kojn2w54S8
SRR23055953,,,,,,,,,,2022-06-09,,,,,,,,,,,,,,,,,SRR23055953,SRX19009504,"India:Bengaluru,Kempambudhi",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,10000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9518 N 77.5602 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,H2AKMfzEywJb
SRR23055961,,,,,,,,,,2022-06-08,,,,,,,,,,,,,,,,,SRR23055961,SRX19009496,"India:Bengaluru,K R Puram",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,200000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.0170 N 77.7044 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,c4w2HMFVRZ9W
SRR23055958,,,,,,,,,,2022-06-08,,,,,,,,,,,,,,,,,SRR23055958,SRX19009499,"India:Bengaluru,Agaram",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,350000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9580 N 77.6308 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,TZHqk955nDrX
