,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id
ERR9862404,2022-06-20,2022-06-20,SAMEA110149923,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,10_2021_03_16,2021-03-16,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_16,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862404,ERX9407482
ERR9862644,2022-06-20,2022-06-20,SAMEA110150163,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,19_2021_03_16,2021-03-16,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_16,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862644,ERX9407722
ERR9862558,2022-06-20,2022-06-20,SAMEA110150077,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_03_16,2021-03-16,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_16,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862558,ERX9407636
ERR9862643,2022-06-20,2022-06-20,SAMEA110150162,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,19_2021_03_15,2021-03-15,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862643,ERX9407721
ERR9862403,2022-06-20,2022-06-20,SAMEA110149922,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,10_2021_03_15,2021-03-15,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862403,ERX9407481
ERR9862476,2022-06-20,2022-06-20,SAMEA110149995,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_03_15,2021-03-15,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_03_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862476,ERX9407554
ERR9862729,2022-06-20,2022-06-20,SAMEA110150248,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,25_2021_03_15,2021-03-15,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862729,ERX9407807
ERR9862557,2022-06-20,2022-06-20,SAMEA110150076,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_03_15,2021-03-15,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862557,ERX9407635
ERR9862642,2022-06-20,2022-06-20,SAMEA110150161,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,19_2021_03_14,2021-03-14,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862642,ERX9407720
ERR9862556,2022-06-20,2022-06-20,SAMEA110150075,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_03_14,2021-03-14,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862556,ERX9407634
ERR9862475,2022-06-20,2022-06-20,SAMEA110149994,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_03_14,2021-03-14,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_03_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862475,ERX9407553
ERR9862402,2022-06-20,2022-06-20,SAMEA110149921,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,10_2021_03_14,2021-03-14,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862402,ERX9407480
ERR9862728,2022-06-20,2022-06-20,SAMEA110150247,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,25_2021_03_14,2021-03-14,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862728,ERX9407806
ERR9862555,2022-06-20,2022-06-20,SAMEA110150074,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_03_13,2021-03-13,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862555,ERX9407633
ERR9862401,2022-06-20,2022-06-20,SAMEA110149920,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,10_2021_03_13,2021-03-13,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862401,ERX9407479
ERR9862474,2022-06-20,2022-06-20,SAMEA110149993,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_03_13,2021-03-13,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_03_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862474,ERX9407552
ERR9862641,2022-06-20,2022-06-20,SAMEA110150160,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,19_2021_03_13,2021-03-13,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862641,ERX9407719
ERR9862727,2022-06-20,2022-06-20,SAMEA110150246,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,25_2021_03_13,2021-03-13,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862727,ERX9407805
ERR9862554,2022-06-20,2022-06-20,SAMEA110150073,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_03_12,2021-03-12,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862554,ERX9407632
ERR9862726,2022-06-20,2022-06-20,SAMEA110150245,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,25_2021_03_12,2021-03-12,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862726,ERX9407804
ERR9862473,2022-06-20,2022-06-20,SAMEA110149992,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_03_12,2021-03-12,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_03_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862473,ERX9407551
ERR9862640,2022-06-20,2022-06-20,SAMEA110150159,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,19_2021_03_12,2021-03-12,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862640,ERX9407718
ERR9862400,2022-06-20,2022-06-20,SAMEA110149919,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,10_2021_03_12,2021-03-12,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862400,ERX9407478
ERR9862639,2022-06-20,2022-06-20,SAMEA110150158,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,19_2021_03_11,2021-03-11,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862639,ERX9407717
ERR9862472,2022-06-20,2022-06-20,SAMEA110149991,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_03_11,2021-03-11,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_03_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862472,ERX9407550
ERR9862399,2022-06-20,2022-06-20,SAMEA110149918,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,10_2021_03_11,2021-03-11,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862399,ERX9407477
ERR9862553,2022-06-20,2022-06-20,SAMEA110150072,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_03_11,2021-03-11,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862553,ERX9407631
ERR9862725,2022-06-20,2022-06-20,SAMEA110150244,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:36Z,2022-06-20T04:17:36Z,public,25_2021_03_11,2021-03-11,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862725,ERX9407803
ERR9862398,2022-06-20,2022-06-20,SAMEA110149917,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,10_2021_03_10,2021-03-10,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862398,ERX9407476
ERR9862724,2022-06-20,2022-06-20,SAMEA110150243,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,25_2021_03_10,2021-03-10,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862724,ERX9407802
ERR9862552,2022-06-20,2022-06-20,SAMEA110150071,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_03_10,2021-03-10,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862552,ERX9407630
ERR9862471,2022-06-20,2022-06-20,SAMEA110149990,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_03_10,2021-03-10,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_03_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862471,ERX9407549
ERR9862638,2022-06-20,2022-06-20,SAMEA110150157,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,19_2021_03_10,2021-03-10,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862638,ERX9407716
ERR9862551,2022-06-20,2022-06-20,SAMEA110150070,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_03_09,2021-03-09,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862551,ERX9407629
ERR9862723,2022-06-20,2022-06-20,SAMEA110150242,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,25_2021_03_09,2021-03-09,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862723,ERX9407801
ERR9862397,2022-06-20,2022-06-20,SAMEA110149916,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,10_2021_03_09,2021-03-09,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862397,ERX9407475
ERR9862470,2022-06-20,2022-06-20,SAMEA110149989,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_03_09,2021-03-09,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_03_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862470,ERX9407548
ERR9862637,2022-06-20,2022-06-20,SAMEA110150156,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,19_2021_03_09,2021-03-09,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862637,ERX9407715
ERR9862396,2022-06-20,2022-06-20,SAMEA110149915,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,10_2021_03_08,2021-03-08,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862396,ERX9407474
ERR9862722,2022-06-20,2022-06-20,SAMEA110150241,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,25_2021_03_08,2021-03-08,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862722,ERX9407800
ERR9862550,2022-06-20,2022-06-20,SAMEA110150069,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_03_08,2021-03-08,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862550,ERX9407628
ERR9862636,2022-06-20,2022-06-20,SAMEA110150155,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,19_2021_03_08,2021-03-08,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862636,ERX9407714
ERR9862469,2022-06-20,2022-06-20,SAMEA110149988,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,12_2021_03_08,2021-03-08,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_03_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862469,ERX9407547
ERR9862468,2022-06-20,2022-06-20,SAMEA110149987,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,12_2021_03_07,2021-03-07,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_03_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862468,ERX9407546
ERR9862635,2022-06-20,2022-06-20,SAMEA110150154,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:30Z,2022-06-20T04:17:30Z,public,19_2021_03_07,2021-03-07,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_03_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862635,ERX9407713
ERR9862395,2022-06-20,2022-06-20,SAMEA110149914,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,10_2021_03_07,2021-03-07,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_03_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862395,ERX9407473
ERR9862549,2022-06-20,2022-06-20,SAMEA110150068,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,17_2021_03_07,2021-03-07,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_03_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862549,ERX9407627
ERR9862721,2022-06-20,2022-06-20,SAMEA110150240,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,25_2021_03_07,2021-03-07,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_03_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862721,ERX9407799
